2408/2048,1.18,2408,2048
1248%4118,1248,1248,4118
7965%3466,1033,7965,3466
2986%1016,954,2986,1016
8327%7455,872,8327,7455
8963*4667,41830321,8963,4667
2275-7128,-4853,2275,7128
477+9323,9800,477,9323
477+9323,9800,421,3929
7336%5674,1662,7336,5674
7679%2672,2335,7679,2672
1563-6279,-4716,1563,6279
3726+2558,6284,3726,2558
511*6577,3360847,511,6577
2650%1778,872,2650,1778
1986*1131,2246166,1986,1131
6487+9903,16390,6487,9903
8676-7819,857,8676,7819
4102*4107,16846914,4102,4107
6287/2243,2.8,6287,2243
3489+7546,11035,3489,7546
9069/7494,1.21,9069,7494
3131+1951,5082,3131,1951
1234+9133,10367,1234,9133
5589%6744,5589,5589,6744
5465-5615,-150,5465,5615
5802+8033,13835,5802,8033
8592/6201,1.39,8592,6201
8592/6201,1.39,239,8143
2996*6622,19839512,2996,6622
6710*3834,25726140,6710,3834
8556/8074,1.06,8556,8074
7892/5594,1.41,7892,5594
5227/2933,1.78,5227,2933
5131+3867,8998,5131,3867
7097+3245,10342,7097,3245
4238+8700,12938,4238,8700
4238+8700,12938,57,174
1219%4884,1219,1219,4884
7521/4405,1.71,7521,4405
457*1730,790610,457,1730
3205*1954,6262570,3205,1954
6314%1157,529,6314,1157
8187/8796,0.93,8187,8796
2759/7131,0.39,2759,7131
6866+9115,15981,6866,9115
4997+7106,12103,4997,7106
1099%9034,1099,1099,9034
3295*5817,19167015,3295,5817
3280/1114,2.94,3280,1114
8572*8238,70616136,8572,8238
4651/9521,0.49,4651,9521
1468/5028,0.29,1468,5028
8408*6259,52625672,8408,6259
6289+8556,14845,6289,8556
2839%9553,2839,2839,9553
7449+8718,16167,7449,8718
7449+8718,16167,8759,83
1837*3877,7122049,1837,3877
7447%7786,7447,7447,7786
7605+6039,13644,7605,6039
1012+5340,6352,1012,5340
4785/3248,1.47,4785,3248
4045%9547,4045,4045,9547
9832*5481,53889192,9832,5481
7963%5618,2345,7963,5618
6481%6015,466,6481,6015
1197/658,1.82,1197,658
4648/3335,1.39,4648,3335
1532+7041,8573,1532,7041
5187+9112,14299,5187,9112
5012%7410,5012,5012,7410
8491-9105,-614,8491,9105
4502+4444,8946,4502,4444
3372+5108,8480,3372,5108
5813*8440,49061720,5813,8440
8759%6386,2373,8759,6386
1148%3138,1148,1148,3138
6891-7341,-450,6891,7341
2583*9532,24621156,2583,9532
6484+300,6784,6484,300
4889*9287,45404143,4889,9287
3310/4677,0.71,3310,4677
6760-784,5976,6760,784
3523/8277,0.43,3523,8277
5986-2205,3781,5986,2205
8936+8956,17892,8936,8956
1491/4903,0.3,1491,4903
9616-7680,1936,9616,7680
1074*9056,9726144,1074,9056
1049/241,4.35,1049,241
1049/241,4.35,3294,416
4614*4955,22862370,4614,4955
2445%2408,37,2445,2408
7281+445,7726,7281,445
5967*8420,50242140,5967,8420
2246*678,1522788,2246,678
1609/4611,0.35,1609,4611
5715%8078,5715,5715,8078
1609-7146,-5537,1609,7146
2858+6291,9149,2858,6291
5288*7515,39739320,5288,7515
1974%8009,1974,1974,8009
9267*1103,10221501,9267,1103
4944-4487,457,4944,4487
1244-8693,-7449,1244,8693
6818-4395,2423,6818,4395
7531%3923,3608,7531,3923
4646*4056,18844176,4646,4056
7356*1516,11151696,7356,1516
1428*5288,7551264,1428,5288
5522+3036,8558,5522,3036
9391+7895,17286,9391,7895
505/5915,0.09,505,5915
2469/6767,0.36,2469,6767
7877*17,133909,7877,17
606/9133,0.07,606,9133
1475*5274,7779150,1475,5274
5864+2923,8787,5864,2923
6289/4426,1.42,6289,4426
6289/4426,1.42,9940,459
7463-7083,380,7463,7083
1586*3114,4938804,1586,3114
252/7918,0.03,252,7918
3861%1254,99,3861,1254
5618/2356,2.38,5618,2356
7641%7135,506,7641,7135
8918*3138,27984684,8918,3138
6123%7876,6123,6123,7876
9045%3787,1471,9045,3787
8221/8868,0.93,8221,8868
7527+6067,13594,7527,6067
3798*2669,10136862,3798,2669
9939*4523,44954097,9939,4523
3800-9138,-5338,3800,9138
8986*2695,24217270,8986,2695
8933%7469,1464,8933,7469
6821/2615,2.61,6821,2615
7771+4535,12306,7771,4535
1400+7857,9257,1400,7857
9393%1629,1248,9393,1629
44*3467,152548,44,3467
5192/7111,0.73,5192,7111
8264%4390,3874,8264,4390
975+8635,9610,975,8635
4857/2074,2.34,4857,2074
3998-7463,-3465,3998,7463
4247/6335,0.67,4247,6335
7943+7888,15831,7943,7888
2293*2681,6147533,2293,2681
9660*1351,13050660,9660,1351
1629%5206,1629,1629,5206
5890%3975,1915,5890,3975
5340-2202,3138,5340,2202
9944%5303,4641,9944,5303
7409+5618,13027,7409,5618
8484-7283,1201,8484,7283
706-4091,-3385,706,4091
816*1399,1141584,816,1399
9366*288,2697408,9366,288
9738%6554,3184,9738,6554
5299%4382,917,5299,4382
1875*6743,12643125,1875,6743
10091%1183,627,10091,1183
2971+435,3406,2971,435
3357%4044,3357,3357,4044
1853%3880,1853,1853,3880
6166*183,1128378,6166,183
1284-4295,-3011,1284,4295
3847+6310,10157,3847,6310
2990+4300,7290,2990,4300
6118+4374,10492,6118,4374
6723/7133,0.94,6723,7133
6339/7680,0.83,6339,7680
2049%2765,2049,2049,2765
1518/3439,0.44,1518,3439
9985%6161,3824,9985,6161
5560+9968,15528,5560,9968
8231%1706,1407,8231,1706
5525-5712,-187,5525,5712
6089%8714,6089,6089,8714
3400/5463,0.62,3400,5463
7204%3659,3545,7204,3659
1155+7912,9067,1155,7912
9349*2945,27532805,9349,2945
3928*7299,28670472,3928,7299
2163%8763,2163,2163,8763
1395%7891,1395,1395,7891
3904/5904,0.66,3904,5904
9443*6156,58131108,9443,6156
1822*5580,10166760,1822,5580
3812+1186,4998,3812,1186
2804+7264,10068,2804,7264
2804+7264,10068,3942,82
7815-4729,3086,7815,4729
7958%6479,1479,7958,6479
7869+4363,12232,7869,4363
7048*5796,40850208,7048,5796
894/7555,0.12,894,7555
7937+1450,9387,7937,1450
4730*3588,16971240,4730,3588
6095*3147,19180965,6095,3147
681-4792,-4111,681,4792
5257*537,2823009,5257,537
7916-8051,-135,7916,8051
3008-10138,-7130,3008,10138
4042/6626,0.61,4042,6626
3278+8314,11592,3278,8314
7319*4973,36397387,7319,4973
5556-6127,-571,5556,6127
5556-6127,-571,404,1252
6184%3499,2685,6184,3499
6011/73,82.34,6011,73
1892*5678,10742776,1892,5678
3238/554,5.84,3238,554
5199*3611,18773589,5199,3611
9610+7816,17426,9610,7816
2979/8451,0.35,2979,8451
3639%8611,3639,3639,8611
527-2612,-2085,527,2612
3170+1733,4903,3170,1733
121+1179,1300,121,1179
6624-5431,1193,6624,5431
9346+8837,18183,9346,8837
9346+8837,18183,673,2024
6465+7941,14406,6465,7941
2368-3791,-1423,2368,3791
9768*7431,72586008,9768,7431
209/8992,0.02,209,8992
5145%2426,293,5145,2426
4886*9245,45171070,4886,9245
4886*9245,45171070,7896,860
4886*9245,45171070,439,7757
185-7918,-7733,185,7918
7663-5208,2455,7663,5208
5946*220,1308120,5946,220
9256*7567,70040152,9256,7567
6852+6910,13762,6852,6910
6763+8738,15501,6763,8738
4013%7420,4013,4013,7420
7753*101,783053,7753,101
4796%7074,4796,4796,7074
571/9576,0.06,571,9576
103*7952,819056,103,7952
2732%3027,2732,2732,3027
2861*8245,23588945,2861,8245
2861*8245,23588945,3407,382
3724-2284,1440,3724,2284
8532%6837,1695,8532,6837
257+4508,4765,257,4508
6416*3940,25279040,6416,3940
5159+3007,8166,5159,3007
4225-8284,-4059,4225,8284
5255/2035,2.58,5255,2035
5255/2035,2.58,259,130
85-2997,-2912,85,2997
4845/3157,1.53,4845,3157
3130*7104,22235520,3130,7104
8793+9554,18347,8793,9554
6992*1399,9781808,6992,1399
6163+1960,8123,6163,1960
6573-658,5915,6573,658
1444+8514,9958,1444,8514
8024+1146,9170,8024,1146
9422+2659,12081,9422,2659
9596%7913,1683,9596,7913
1907*5005,9544535,1907,5005
9465+3745,13210,9465,3745
6706/7626,0.88,6706,7626
1218+5377,6595,1218,5377
9885-9633,252,9885,9633
7823%5336,2487,7823,5336
736/983,0.75,736,983
3074-819,2255,3074,819
5674-8803,-3129,5674,8803
9779+2766,12545,9779,2766
1286/3390,0.38,1286,3390
952/9739,0.1,952,9739
8139%9238,8139,8139,9238
904+8534,9438,904,8534
9092-7485,1607,9092,7485
2425%5512,2425,2425,5512
6802*5543,37703486,6802,5543
1415%2038,1415,1415,2038
758/1710,0.44,758,1710
758/1710,0.44,1580,725
2219*9751,21637469,2219,9751
1785*10148,18114180,1785,10148
1711/1735,0.99,1711,1735
9257+2717,11974,9257,2717
6622-4143,2479,6622,4143
4326+9319,13645,4326,9319
4370/6981,0.63,4370,6981
620*241,149420,620,241
10225-10052,173,10225,10052
2251*8223,18509973,2251,8223
9247-6020,3227,9247,6020
1684/9574,0.18,1684,9574
988-1376,-388,988,1376
5661+10253,15914,5661,10253
1264%4863,1264,1264,4863
9770-1201,8569,9770,1201
6983/9291,0.75,6983,9291
5169*8442,43636698,5169,8442
9749-847,8902,9749,847
6910+8076,14986,6910,8076
2446/7253,0.34,2446,7253
5395*8938,48220510,5395,8938
1635*3917,6404295,1635,3917
8075+9296,17371,8075,9296
6791*1885,12801035,6791,1885
1582+5653,7235,1582,5653
3708/1497,2.48,3708,1497
9227*5524,50969948,9227,5524
9310%1206,868,9310,1206
9551/8102,1.18,9551,8102
5528-7723,-2195,5528,7723
6406-8031,-1625,6406,8031
2462-441,2021,2462,441
1579%2296,1579,1579,2296
5404-7611,-2207,5404,7611
5783/6078,0.95,5783,6078
6707*8676,58189932,6707,8676
2067*403,833001,2067,403
8438/6019,1.4,8438,6019
6264%5270,994,6264,5270
5991*9143,54775713,5991,9143
8383/5463,1.53,8383,5463
3045*791,2408595,3045,791
5561*9146,50860906,5561,9146
3762%7608,3762,3762,7608
6326-7985,-1659,6326,7985
1003+236,1239,1003,236
520-2208,-1688,520,2208
254*4543,1153922,254,4543
4621*9663,44652723,4621,9663
6712*4066,27290992,6712,4066
3145*1876,5900020,3145,1876
8547-6086,2461,8547,6086
7296/7965,0.92,7296,7965
9694*1497,14511918,9694,1497
2775-3145,-370,2775,3145
9845+7313,17158,9845,7313
8234%9830,8234,8234,9830
3098-7948,-4850,3098,7948
7154-7522,-368,7154,7522
6680/3169,2.11,6680,3169
665+4052,4717,665,4052
7636/7062,1.08,7636,7062
6940-8578,-1638,6940,8578
10017-7124,2893,10017,7124
397-3325,-2928,397,3325
7173-6630,543,7173,6630
890+9022,9912,890,9022
5371+3275,8646,5371,3275
1707%7415,1707,1707,7415
3585*6641,23807985,3585,6641
4461+6287,10748,4461,6287
1024-5350,-4326,1024,5350
1902-1519,383,1902,1519
8149%5271,2878,8149,5271
5364+3305,8669,5364,3305
5949/4112,1.45,5949,4112
7689*383,2944887,7689,383
3373%2344,1029,3373,2344
8826%9608,8826,8826,9608
4329/5188,0.83,4329,5188
8233/3074,2.68,8233,3074
458/3847,0.12,458,3847
5427+8981,14408,5427,8981
1011+8957,9968,1011,8957
6073/10321,0.59,6073,10321
4234/10311,0.41,4234,10311
2863/531,5.39,2863,531
7548+5314,12862,7548,5314
9288*7652,71071776,9288,7652
5230/7897,0.66,5230,7897
9817+2254,12071,9817,2254
7242%8362,7242,7242,8362
4224%10154,4224,4224,10154
4224%10154,4224,1302,838
8881*3639,32317959,8881,3639
9340-7439,1901,9340,7439
7757/7166,1.08,7757,7166
8509*4454,37899086,8509,4454
7960%6279,1681,7960,6279
9933-4010,5923,9933,4010
481*8267,3976427,481,8267
7828+5995,13823,7828,5995
3345/2707,1.24,3345,2707
3481%6853,3481,3481,6853
8470+1699,10169,8470,1699
5879%8514,5879,5879,8514
3385%9683,3385,3385,9683
6209+5804,12013,6209,5804
5306+7072,12378,5306,7072
9103*4650,42328950,9103,4650
9761%1259,948,9761,1259
1910+8136,10046,1910,8136
3463-9792,-6329,3463,9792
9221*7555,69664655,9221,7555
753-4291,-3538,753,4291
3874-7216,-3342,3874,7216
9691-3771,5920,9691,3771
2175-3626,-1451,2175,3626
2175-3626,-1451,557,4359
5909*7433,43921597,5909,7433
852*4140,3527280,852,4140
2988*9667,28884996,2988,9667
5351+2517,7868,5351,2517
611/4691,0.13,611,4691
5366-137,5229,5366,137
5685*3295,18732075,5685,3295
7435+4829,12264,7435,4829
6185+6966,13151,6185,6966
10013/383,26.14,10013,383
4868-2785,2083,4868,2785
5204+1722,6926,5204,1722
2408-1054,1354,2408,1054
6618%2622,1374,6618,2622
2400-7029,-4629,2400,7029
8094%8563,8094,8094,8563
5154*5201,26805954,5154,5201
9249*3822,35349678,9249,3822
9549/10046,0.95,9549,10046
6979%3555,3424,6979,3555
534/8608,0.06,534,8608
6676+5112,11788,6676,5112
6250%9781,6250,6250,9781
3535+8617,12152,3535,8617
9233/6878,1.34,9233,6878
9492/6796,1.4,9492,6796
10138-1798,8340,10138,1798
8190-7348,842,8190,7348
7297-10029,-2732,7297,10029
6334-1415,4919,6334,1415
9318+681,9999,9318,681
7658+7303,14961,7658,7303
9593-804,8789,9593,804
5211/6425,0.81,5211,6425
6243/1705,3.66,6243,1705
4571-9123,-4552,4571,9123
9970/1633,6.11,9970,1633
5863+469,6332,5863,469
2928-9997,-7069,2928,9997
10258*3246,33297468,10258,3246
2745+2046,4791,2745,2046
3227%6133,3227,3227,6133
6114/9287,0.66,6114,9287
2993-145,2848,2993,145
6990*2691,18810090,6990,2691
1701/4918,0.35,1701,4918
8745+8650,17395,8745,8650
523*8958,4685034,523,8958
7623%2790,2043,7623,2790
4525*2764,12507100,4525,2764
8194%9690,8194,8194,9690
8194%9690,8194,2973,145
2407*4834,11635438,2407,4834
7300-1727,5573,7300,1727
5013/7506,0.67,5013,7506
5013/7506,0.67,3159,970
5930-2846,3084,5930,2846
5930-2846,3084,269,7106
9991-2128,7863,9991,2128
4022/1181,3.41,4022,1181
6470*1832,11853040,6470,1832
5293-2009,3284,5293,2009
9571+6046,15617,9571,6046
9900/3518,2.81,9900,3518
4776+5128,9904,4776,5128
3111-6023,-2912,3111,6023
6523-6287,236,6523,6287
7926*3688,29231088,7926,3688
7926*3688,29231088,924,9089
6784/10097,0.67,6784,10097
7320*7528,55104960,7320,7528
4415-3192,1223,4415,3192
2789%6665,2789,2789,6665
753/2459,0.31,753,2459
7135/5452,1.31,7135,5452
3035%10162,3035,3035,10162
6454+285,6739,6454,285
7538*3429,25847802,7538,3429
4413-9595,-5182,4413,9595
2031-8574,-6543,2031,8574
6067%6731,6067,6067,6731
6405+2441,8846,6405,2441
5734-5590,144,5734,5590
6363-4911,1452,6363,4911
6524-3156,3368,6524,3156
9577*6552,62748504,9577,6552
4689+3022,7711,4689,3022
9799-4817,4982,9799,4817
4503*8472,38149416,4503,8472
1724+4703,6427,1724,4703
1724+4703,6427,114,9045
709+6325,7034,709,6325
6495-2932,3563,6495,2932
9456+6725,16181,9456,6725
1834*8585,15744890,1834,8585
8667/10009,0.87,8667,10009
8667/10009,0.87,922,6093
3685/2643,1.39,3685,2643
3701/2237,1.65,3701,2237
2621%7429,2621,2621,7429
977/3922,0.25,977,3922
10345/1759,5.88,10345,1759
3809+1977,5786,3809,1977
2409%6581,2409,2409,6581
8525%7163,1362,8525,7163
9805/6182,1.59,9805,6182
7823%1912,175,7823,1912
7508/9861,0.76,7508,9861
544*2166,1178304,544,2166
9387*5348,50201676,9387,5348
4826-9656,-4830,4826,9656
5078/10262,0.49,5078,10262
2048-69,1979,2048,69
2788-7426,-4638,2788,7426
2485+1221,3706,2485,1221
3193%2202,991,3193,2202
3770-4957,-1187,3770,4957
5092+7597,12689,5092,7597
6528%6491,37,6528,6491
9130/8988,1.02,9130,8988
8787*8757,76947759,8787,8757
7095+5926,13021,7095,5926
6361-4898,1463,6361,4898
8259-3175,5084,8259,3175
932-7028,-6096,932,7028
6508*8343,54296244,6508,8343
498/10309,0.05,498,10309
3141+714,3855,3141,714
8591-7671,920,8591,7671
8129/3928,2.07,8129,3928
8851*9695,85810445,8851,9695
9705/3188,3.04,9705,3188
2689%8038,2689,2689,8038
7673%9546,7673,7673,9546
10476+2606,13082,10476,2606
2794-8648,-5854,2794,8648
954-3078,-2124,954,3078
4849/656,7.39,4849,656
2258/2006,1.13,2258,2006
2754+1406,4160,2754,1406
10289*5944,61157816,10289,5944
5550%7208,5550,5550,7208
5220*5757,30051540,5220,5757
5220*5757,30051540,390,3815
9566+2156,11722,9566,2156
10312*8659,89291608,10312,8659
6749-3810,2939,6749,3810
253+5610,5863,253,5610
253+5610,5863,5333,86
2268+141,2409,2268,141
2975%4039,2975,2975,4039
2583%10123,2583,2583,10123
3781%10151,3781,3781,10151
7809-2404,5405,7809,2404
8245/10297,0.8,8245,10297
6341*1601,10151941,6341,1601
6381%9957,6381,6381,9957
3017-9498,-6481,3017,9498
5934%4697,1237,5934,4697
5322/5768,0.92,5322,5768
5322/5768,0.92,258,8597
10503%6515,3988,10503,6515
8904*503,4478712,8904,503
1201+9665,10866,1201,9665
9479/10320,0.92,9479,10320
4364*8445,36853980,4364,8445
1423+9582,11005,1423,9582
10443-5745,4698,10443,5745
658/9724,0.07,658,9724
2251-848,1403,2251,848
5541/10078,0.55,5541,10078
9204*1012,9314448,9204,1012
6910+2456,9366,6910,2456
147+9375,9522,147,9375
7574%2419,317,7574,2419
2717%2249,468,2717,2249
1551-7627,-6076,1551,7627
7452/8903,0.84,7452,8903
7822/2811,2.78,7822,2811
10376%10185,191,10376,10185
416-10370,-9954,416,10370
2158+4807,6965,2158,4807
1795-9660,-7865,1795,9660
10416-6893,3523,10416,6893
4691/8300,0.57,4691,8300
8373*6556,54893388,8373,6556
8108-1328,6780,8108,1328
10439+3480,13919,10439,3480
6501/2029,3.2,6501,2029
4874/1352,3.61,4874,1352
8209+7294,15503,8209,7294
9448*8339,78786872,9448,8339
10328/4891,2.11,10328,4891
3843*63,242109,3843,63
4090*8877,36306930,4090,8877
2218-5274,-3056,2218,5274
3657%10102,3657,3657,10102
1975/3462,0.57,1975,3462
3452/10084,0.34,3452,10084
8653+4574,13227,8653,4574
7225*8305,60003625,7225,8305
6581+2144,8725,6581,2144
852-1122,-270,852,1122
8351%1333,353,8351,1333
10423%3127,1042,10423,3127
10423%3127,1042,219,3158
4342*9448,41023216,4342,9448
359/6933,0.05,359,6933
6297/5638,1.12,6297,5638
6297/5638,1.12,4908,698
7899+7616,15515,7899,7616
9765*3792,37028880,9765,3792
10351+8337,18688,10351,8337
7749%9724,7749,7749,9724
180*1347,242460,180,1347
7728-3477,4251,7728,3477
1423+5804,7227,1423,5804
5465/6026,0.91,5465,6026
6379+2555,8934,6379,2555
4083*3451,14090433,4083,3451
3262+370,3632,3262,370
7815+10239,18054,7815,10239
10081%8723,1358,10081,8723
7500*3210,24075000,7500,3210
6309+7560,13869,6309,7560
4738+10488,15226,4738,10488
7401+2004,9405,7401,2004
1566*7504,11751264,1566,7504
4832+7962,12794,4832,7962
38*5627,213826,38,5627
38*5627,213826,9098,458
4420-7726,-3306,4420,7726
9662+1018,10680,9662,1018
4445-3492,953,4445,3492
5996*2298,13778808,5996,2298
5927*8326,49348202,5927,8326
4761*8268,39363948,4761,8268
373+9857,10230,373,9857
2638%8534,2638,2638,8534
7302-7226,76,7302,7226
8908+9590,18498,8908,9590
3043+1209,4252,3043,1209
573+7348,7921,573,7348
4780%7841,4780,4780,7841
10189-10022,167,10189,10022
3606-6477,-2871,3606,6477
657+9304,9961,657,9304
303+5188,5491,303,5188
1758-9646,-7888,1758,9646
2983%8083,2983,2983,8083
1457*1504,2191328,1457,1504
4709*3936,18534624,4709,3936
6436%4877,1559,6436,4877
7089+10357,17446,7089,10357
3060+850,3910,3060,850
3555*9579,34053345,3555,9579
10152*3329,33796008,10152,3329
334-8667,-8333,334,8667
2697/6272,0.43,2697,6272
2503%9547,2503,2503,9547
1039%8155,1039,1039,8155
3536%5033,3536,3536,5033
8351*42,350742,8351,42
4184*6478,27103952,4184,6478
7960*7782,61944720,7960,7782
2750/1664,1.65,2750,1664
10511*5988,62939868,10511,5988
6900%6139,761,6900,6139
1403-7981,-6578,1403,7981
9502-9904,-402,9502,9904
5659%1652,703,5659,1652
7701%1666,1037,7701,1666
4149/7582,0.55,4149,7582
6863%8559,6863,6863,8559
10165-9217,948,10165,9217
1905-3388,-1483,1905,3388
5680/10261,0.55,5680,10261
5265*1028,5412420,5265,1028
8592-9412,-820,8592,9412
8805/5114,1.72,8805,5114
10506/2262,4.64,10506,2262
2165/7035,0.31,2165,7035
971/3092,0.31,971,3092
3533+8795,12328,3533,8795
4801+4700,9501,4801,4700
276/8684,0.03,276,8684
6976/8897,0.78,6976,8897
10586/5646,1.87,10586,5646
5062+7427,12489,5062,7427
10420%9667,753,10420,9667
9318+1379,10697,9318,1379
9096-3145,5951,9096,3145
983+4081,5064,983,4081
8446+8184,16630,8446,8184
10087/4947,2.04,10087,4947
5138*2609,13405042,5138,2609
2391+4949,7340,2391,4949
2391+4949,7340,8875,193
7318+1604,8922,7318,1604
9633*4786,46103538,9633,4786
7107/8324,0.85,7107,8324
5689/2442,2.33,5689,2442
5083*2513,12773579,5083,2513
1054-5682,-4628,1054,5682
3212-3715,-503,3212,3715
10011+8584,18595,10011,8584
6268+3842,10110,6268,3842
4527%9167,4527,4527,9167
8297/3687,2.25,8297,3687
3205%8286,3205,3205,8286
9126*8354,76238604,9126,8354
4413/4354,1.01,4413,4354
1547*4100,6342700,1547,4100
7446/6028,1.24,7446,6028
5072-4222,850,5072,4222
9873-4549,5324,9873,4549
7025*933,6554325,7025,933
9455-10485,-1030,9455,10485
3842%9640,3842,3842,9640
2661+299,2960,2661,299
2661+299,2960,10601,452
8833%4045,743,8833,4045
5652/10596,0.53,5652,10596
1923*549,1055727,1923,549
10636+672,11308,10636,672
7715*8708,67182220,7715,8708
7626+3644,11270,7626,3644
3791/5656,0.67,3791,5656
2081+1333,3414,2081,1333
10498*1187,12461126,10498,1187
8983*10305,92569815,8983,10305
7311*7110,51981210,7311,7110
9562%1997,1574,9562,1997
2375/8937,0.27,2375,8937
2375/8937,0.27,848,669
8550*1971,16852050,8550,1971
5400/10383,0.52,5400,10383
3059/6705,0.46,3059,6705
4191*5715,23951565,4191,5715
5056/7889,0.64,5056,7889
6461/6054,1.07,6461,6054
6602-7299,-697,6602,7299
9190*6156,56573640,9190,6156
3908*1015,3966620,3908,1015
7186-2996,4190,7186,2996
6294+3340,9634,6294,3340
210-1303,-1093,210,1303
1202/2801,0.43,1202,2801
1845*5561,10260045,1845,5561
611/6480,0.09,611,6480
1715+7142,8857,1715,7142
936+2819,3755,936,2819
5500-10332,-4832,5500,10332
4607+7092,11699,4607,7092
4700%1568,1564,4700,1568
9324%5921,3403,9324,5921
153/64,2.39,153,64
3384-7565,-4181,3384,7565
7342-8777,-1435,7342,8777
3523%4005,3523,3523,4005
671-1995,-1324,671,1995
10342/1832,5.65,10342,1832
1455/2257,0.64,1455,2257
862/1323,0.65,862,1323
8289%9215,8289,8289,9215
9144*8147,74496168,9144,8147
6991+10313,17304,6991,10313
6908*4942,34139336,6908,4942
7164/5355,1.34,7164,5355
7859%10629,7859,7859,10629
3923/5366,0.73,3923,5366
5424-1755,3669,5424,1755
9038%8497,541,9038,8497
461*8707,4013927,461,8707
2467/4398,0.56,2467,4398
2431-10537,-8106,2431,10537
1977*7907,15632139,1977,7907
2888%5991,2888,2888,5991
6108%7489,6108,6108,7489
6900*1254,8652600,6900,1254
10746+8988,19734,10746,8988
6687*8565,57274155,6687,8565
10032*2002,20084064,10032,2002
9356*6073,56818988,9356,6073
4429+8497,12926,4429,8497
124*6836,847664,124,6836
1791/4382,0.41,1791,4382
2561%6323,2561,2561,6323
10167*4706,47845902,10167,4706
6352*431,2737712,6352,431
7448%1039,175,7448,1039
9383+8346,17729,9383,8346
9402+2812,12214,9402,2812
8131+9799,17930,8131,9799
8935+5008,13943,8935,5008
4500-10733,-6233,4500,10733
1756-4544,-2788,1756,4544
1583+558,2141,1583,558
1143*5409,6182487,1143,5409
2900%9465,2900,2900,9465
8308+3787,12095,8308,3787
1367%4481,1367,1367,4481
10600*9056,95993600,10600,9056
5774/9142,0.63,5774,9142
5432-7114,-1682,5432,7114
3582*2494,8933508,3582,2494
8040*9876,79403040,8040,9876
2602-6477,-3875,2602,6477
1470*4180,6144600,1470,4180
5346%10448,5346,5346,10448
8589+7223,15812,8589,7223
8797-9477,-680,8797,9477
10056*1068,10739808,10056,1068
8920-4648,4272,8920,4648
4627-55,4572,4627,55
1397+500,1897,1397,500
7087+6280,13367,7087,6280
1154-5802,-4648,1154,5802
8883*522,4636926,8883,522
8793+8382,17175,8793,8382
1112*8660,9629920,1112,8660
4564+3718,8282,4564,3718
10056-5531,4525,10056,5531
10056-5531,4525,6893,840
9668+10150,19818,9668,10150
1797/7577,0.24,1797,7577
8878-2376,6502,8878,2376
8878-2376,6502,482,5442
9956-8842,1114,9956,8842
2549/6404,0.4,2549,6404
8151*4250,34641750,8151,4250
10479*1590,16661610,10479,1590
984*9518,9365712,984,9518
9067+2624,11691,9067,2624
9067+2624,11691,679,8039
4607%6002,4607,4607,6002
5088*6915,35183520,5088,6915
10052*4755,47797260,10052,4755
6106/831,7.35,6106,831
4667-7248,-2581,4667,7248
8085/5449,1.48,8085,5449
4959*4931,24452829,4959,4931
8943/5717,1.56,8943,5717
8400/7559,1.11,8400,7559
7330+9151,16481,7330,9151
7246*5757,41715222,7246,5757
5612+10030,15642,5612,10030
7088-6050,1038,7088,6050
9105%4760,4345,9105,4760
9631+7601,17232,9631,7601
1177/10158,0.12,1177,10158
2345*7482,17545290,2345,7482
7821*977,7641117,7821,977
7821*977,7641117,47,6626
1237%10600,1237,1237,10600
1237%10600,1237,624,216
710-2124,-1414,710,2124
9888/6716,1.47,9888,6716
4290/3874,1.11,4290,3874
7518*4801,36093918,7518,4801
3433*4647,15953151,3433,4647
9533%3711,2111,9533,3711
542*7982,4326244,542,7982
10024*2347,23526328,10024,2347
2844/2096,1.36,2844,2096
1579-5390,-3811,1579,5390
4710-3040,1670,4710,3040
4423*6928,30642544,4423,6928
1542*3340,5150280,1542,3340
7735-1068,6667,7735,1068
6625+3968,10593,6625,3968
8772/3837,2.29,8772,3837
9040-1314,7726,9040,1314
9040-1314,7726,787,541
5673*1805,10239765,5673,1805
3487*7363,25674781,3487,7363
3218%6247,3218,3218,6247
5523*8752,48337296,5523,8752
2877*2774,7980798,2877,2774
2877*2774,7980798,2736,517
3242+3722,6964,3242,3722
7613+6054,13667,7613,6054
742/10668,0.07,742,10668
5463*4995,27287685,5463,4995
4786+4265,9051,4786,4265
6294/3370,1.87,6294,3370
4059/4773,0.85,4059,4773
3233-1521,1712,3233,1521
7255%2898,1459,7255,2898
1583/10348,0.15,1583,10348
3396*3159,10727964,3396,3159
3188+9032,12220,3188,9032
4661/6013,0.78,4661,6013
1859%8493,1859,1859,8493
5736-1403,4333,5736,1403
9967-1729,8238,9967,1729
3240/5902,0.55,3240,5902
3187-7896,-4709,3187,7896
758+570,1328,758,570
7828+6033,13861,7828,6033
9127+5841,14968,9127,5841
9465-3464,6001,9465,3464
3341-9611,-6270,3341,9611
6553*8814,57758142,6553,8814
5609-9276,-3667,5609,9276
2370+1113,3483,2370,1113
10133-4199,5934,10133,4199
7650*5759,44056350,7650,5759
3151%4886,3151,3151,4886
4106+2701,6807,4106,2701
4106+2701,6807,6513,945
3215+2668,5883,3215,2668
1310-6333,-5023,1310,6333
330/7652,0.04,330,7652
5806%2830,146,5806,2830
7628/2032,3.75,7628,2032
6139/1938,3.17,6139,1938
6812/10332,0.66,6812,10332
8027+2572,10599,8027,2572
4252-7796,-3544,4252,7796
